Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,"Hapot g/l","Sokeri g/l",Kantavierrep-%,"Väri EBC","Katkerot EBU","Energia kcal/100 ml",Valikoima,EAN
423057,"Clos de Tart Grand Cru Monopole 2020","Clos De Tart","0.75 l",868.20,1157.6,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Clos de Tart Grand Cru",,"Pinot Noir, ","Sinipunainen, keskitäyteläinen, tanniininen, kirsikkainen, mustikkainen, villivadelmainen, kevyen orvokkinen, hennon maitosuklainen, mausteinen, moniulotteinen, elegantti, pitkä",pullo,luonnonkorkki,14.0,4.9,2,,,,80.0,erikoiserä,0000000000000
414927,"Clos de Tart La Forge de Tart 2021","Clos De Tart","0.75 l",279.12,372.16,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AC Morey-Saint-Denis Premier Cru",,"Pinot Noir, ","Sinipunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, villivadelmainen, kypsän karpaloinen, mineraalinen, hennon yrttinen, elegantti",pullo,luonnonkorkki,13.5,4.9,0,,,,80.0,erikoiserä,6419294343863
923551,"Domaine Anne-Francoise Gros Richebourg Grand Cru 2020","Domaine Anne-Francoise Gros","0.75 l",1366.65,1822.2,,110,punaviinit,"Vivahteikas & Kehittynyt","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Richebourg Grand Cru","Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, täyteläinen, keskitanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,13.5,5.2,1,,,,80.0,tilausvalikoima,3760009160903
470767,"Domaine Berthier Esprit de Séduction Saint-Amour 2023","Domaine Berthier","0.75 l",19.98,26.64,uutuus,110,punaviinit,"Mehevä & Hilloinen","kestävän kehityksen sertifiointi",,Ranska,Bourgogne,2023,"AOP Saint-Amour","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkahilloinen, metsämansikkainen, kirsikkainen, luumuinen, kukkainen",pullo,"synteettinen korkki",13.5,5.2,0,,,,80.0,erikoiserä,3760011977568
903591,"Domaine Chantal Lescure Beaune 1er Cru Les Chouacheux 2021","Domaine Chantal Lescure","0.75 l",79.46,105.95,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Ranska,Bourgogne,2021,"AC Beaune 1er cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, luumuinen",pullo,luonnonkorkki,13.0,,0,,,,70.0,tilausvalikoima,3700244818214
941308,"Domaine Chantal Lescure Clos de Vougeot Grand Cru 2021","Domaine Chantal Lescure","0.75 l",276.58,368.77,uutuus,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Ranska,Bourgogne,2021,"AC clos vougeot grand cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, luumuinen",pullo,luonnonkorkki,13.0,5.4,0,,,,70.0,tilausvalikoima,3700244823218
945354,"Domaine Chantal Lescure Pommard 1er cru Les Bertins 2021","Domaine Chantal Lescure","0.75 l",99.15,132.2,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2021,"AC Pommard 1er cru Les Bertins","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, luumuinen",pullo,luonnonkorkki,13.5,3.5,0,,,,80.0,tilausvalikoima,3700244820217
947492,"Domaine Faiveley Corton Clos des Cortons Grand Cru Monopole 2017","Domaine Faiveley","0.75 l",328.98,438.64,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2017,"AC Corton Clos des Cortons Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, vadelmainen, tamminen",pullo,luonnonkorkki,13.0,5.1,0,,,,70.0,tilausvalikoima,3351000451710
949112,"Domaine Faiveley Gevrey-Chambertin Vieilles Vignes 2022","Domaine Faiveley","0.75 l",79.49,105.99,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Gevrey-Chambertin","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, marjainen",pullo,luonnonkorkki,13.0,5.0,0,,,,70.0,tilausvalikoima,3351004362210
938645,"Domaine Faiveley Nuits-Saint-Georges 1er Cru Les Porêts-Saint-Georges 2018","Domaine Faiveley","0.75 l",114.49,152.65,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2018,"AC Nuits-Saint-Georges 1er Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, vaniljainen",pullo,luonnonkorkki,13.5,5.4,0,,,,80.0,tilausvalikoima,3351001011814
406367,"Domaine Franck Chavy Régnié 2021","Franck Chavy","0.75 l",21.60,28.67,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2021,"AOP Régnié","Saattaa sisältää sakkaa. Ei lisättyä sulfiittia","Gamay, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, metsämansikkainen, kevyen yrttinen, mausteinen, tasapainoinen",pullo,luonnonkorkki,13.0,5.8,0,,,,70.0,vakiovalikoima,3474900032596
422267,"Domaine Gérard Seguin Gevrey-Chambertin Vieilles Vignes 2022","Gérard Seguin","0.75 l",77.49,103.32,uutuus,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOC Gevrey-Chambertin","Saattaa sisältää sakkaa","Pinot Noir, ","Ohuenpunainen, keskitäyteläinen, keskitanniininen, runsaan kirsikkainen, villivadelmainen, punaherukkainen, yrttinen, kevyen tamminen, tasapainoinen",pullo,"synteettinen korkki",13.0,5.3,0,,,,70.0,erikoiserä,3760117040074
419427,"Domaine Heresztyn-Mazzini Gevrey-Chambertin Vieilles Vignes 2021","Domaine Heresztyn-Mazzini","0.75 l",101.55,135.4,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2021,"AC Gevrey-Chambertin",,"Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, kevyen mesimarjainen, hennon karpaloinen, yrttinen, mausteinen, tamminen",pullo,luonnonkorkki,13.0,4.8,0,,,,70.0,erikoiserä,3760045960994
913795,"Domaine Marchand-Grillot Gevrey-Chambertin 2021","Domaine Marchand-Grillot","0.75 l",67.99,90.65,uutuus,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2021,"AC Gevrey-Chambertin","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, karhunvatukkainen",pullo,luonnonkorkki,13.5,5.6,0,,,,80.0,tilausvalikoima,3760200091112
408407,"Domaine Marguerite Carillon Pommard 2018","Domaine Marguerite Carillon","0.75 l",57.91,77.21,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2018,"AOP Pommard","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, tanniininen, kirsikkainen, karpaloinen, villivadelmainen, kevyen vadelmainen, mausteinen, tamminen",pullo,luonnonkorkki,13.5,5.6,1,,,,80.0,erikoiserä,3120581449689
937946,"Domaine Trapet Chambertin Grand Cru 2020","Domaine Trapet","0.75 l",977.75,1303.67,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Chambertin Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Tummanpunainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, aromikas",pullo,luonnonkorkki,13.0,5.8,1,,,,70.0,tilausvalikoima,6419294302747
425677,"Domaine de Gry-Sablon Juliénas 2023","Domaine de Gry-Sablon","0.75 l",19.59,25.99,uutuus,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2023,"AOC Juliénas","Saattaa sisältää sakkaa","Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, karpalohilloinen, vadelmainen, luumuinen, kukkainen, lämmin",pullo,luonnonkorkki,14.5,6.0,0,,,,80.0,erikoiserä,3760044753016
935842,"Domaine de Reverdon Brouilly 2020",Collin-Bourisset,"0.75 l",21.67,28.76,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOP Brouilly","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Gamay, ","Tummanpunainen, keskitäyteläinen, vähätanniininen, boysenmarjainen, tumman kirsikkainen, mausteinen",pullo,luonnonkorkki,14.5,5.2,1,,,,80.0,tilausvalikoima,3454140014781
926813,"Domaine de la Vieille Eglise Juliénas 2022","Jean Loron","0.75 l",25.16,33.55,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Julienas","Saattaa sisältää sakkaa","Gamay, ","Rubiininpunainen, kevyt, vähätanniininen, marjainen, mausteinen",pullo,luonnonkorkki,14.0,4.9,,,,,80.0,tilausvalikoima,3298660029623
902823,"Domaine des Billards Saint Amour 2021","Jean Loron","0.75 l",29.60,39.47,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AC Saint Amour","Saattaa sisältää sakkaa","Gamay, ","Rubiininpunainen, keskitäyteläinen, vähätanniininen, marjainen, mausteinen",pullo,luonnonkorkki,13.0,5.1,1,,,,70.0,tilausvalikoima,3298660029715
900181,"Fleurie 2020","Domaine Lafarge Vial","0.75 l",60.25,80.33,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Fleurie","Saattaa sisältää sakkaa","Gamay, ","Punavioletti, keskitäyteläinen, keskitanniininen, marjainen, hapankirsikkainen, aromikas",pullo,luonnonkorkki,13.0,6.2,0,,,,70.0,tilausvalikoima,3760342200144
939584,"Fleurie Terres Dorées 2022","Jean-Paul Brun","0.75 l",35.65,47.53,,110,punaviinit,"Marjaisa & Raikas",Alkuviini,,Ranska,Bourgogne,2022,"AC Fleurie","Saattaa sisältää sakkaa. Alkuviini","Gamay, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, yrttinen, kirsikkainen, aromikas",pullo,"synteettinen korkki",13.5,5.5,,,,,80.0,tilausvalikoima,3424560020006
900193,"Francois Martenot Bourgogne Pinot Noir Prestige 2022","Francois Martenot","0.75 l",19.98,26.51,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOP Bourgogne",,"Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, marjainen, kirsikkainen, pippurinen",pullo,"metallinen kierrekapseli",12.5,5.1,1,,,,70.0,tilausvalikoima,3120581438423
918542,"Francois Mikulski Monthelie Toisieres 2022","Francois Mikulski","0.75 l",79.95,106.6,,110,punaviinit,"Vivahteikas & Kehittynyt","Ympäristövastuullinen pakkaus",,Ranska,Bourgogne,2022,"AOC Monthelie 1er cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkahilloinen, karpaloinen",pullo,luonnonkorkki,13.0,5.4,0,,,,70.0,tilausvalikoima,3760186401561
436327,"Frédéric Magnien Chambolle-Musigny 1er Cru Les Feusselottes 2017","Frédéric Magnien","0.75 l",87.50,116.67,,110,punaviinit,"Vivahteikas & Kehittynyt",Luomu,,Ranska,Bourgogne,2017,"AC Chambolle-Musigny 1er Cru",,"Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, kypsän puolukkainen, mausteinen, kevyen nahkainen, ryhdikäs",pullo,luonnonkorkki,13.0,4.3,0,,,,70.0,vakiovalikoima,3760118327365
006102,"Georges Duboeuf Beaujolais-Villages 2020","Georges Duboeuf","0.75 l",15.98,21.17,,110,punaviinit,"Marjaisa & Raikas","Ympäristövastuullinen pakkaus",,Ranska,Bourgogne,2020,"AC Beaujolais-Villages",,"Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, vadelmainen, metsämansikkainen, kevyen yrttinen",pullo,"metallinen kierrekapseli",13.0,5.1,,,,,70.0,vakiovalikoima,3351650000078
423607,"Georges Duboeuf Chénas 2022","Georges Duboeuf","0.75 l",23.15,30.73,uutuus,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOP Chénas","Vegaaneille soveltuva tuote","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, hennon suklainen, mausteinen",pullo,luonnonkorkki,13.5,4.8,1,,,,80.0,erikoiserä,3351650000252
491227,"Georges Duboeuf Moulin-à-Vent 2022","Georges Duboeuf","0.75 l",25.18,33.44,uutuus,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2022,"AOP Moulin-à-Vent","Vegaaneille soveltuva tuote","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, punaherukkainen, boysenmarjainen, mustikkainen, mausteinen, runsas",pullo,luonnonkorkki,13.5,5.2,1,,,,80.0,erikoiserä,3351650000429
411787,"Georges Duboeuf Saint-Amour 2022","Georges Duboeuf","0.75 l",19.70,26.13,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOP Saint-Amour","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, kirsikkainen, vadelmainen, herukkainen, hennon kukkainen, mausteinen",pullo,luonnonkorkki,14.0,5.4,1,,,,80.0,erikoiserä,3351650000405
938433,"Gevrey-Chambertin 1er Cru La Petite-Chapelle 2018","Domaine Marchand-Grillot","0.75 l",136.93,182.57,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2018,"AC Gevrey-Chambertin 1er Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, karhunvatukkainen",pullo,luonnonkorkki,13.5,5.9,0,,,,80.0,tilausvalikoima,3760200090818
443877,"Hospices de Beaune Cuvée Nicolas Rolin 2015","Château de Santenay","0.75 l",147.00,196.0,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2015,"AC Beaune 1er Cru",,,"Runsaanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, boysenmarjainen, kevyen orvokkinen, tamminen, elegantti",pullo,luonnonkorkki,13.5,6.0,,,,,80.0,erikoiserä,3120581441508
437847,"Jean Loron Fleurie 2022","Jean Loron","0.75 l",25.20,33.6,uutuus,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOC Fleurie",,"Gamay, ","Punainen, kevyt, keskitanniininen, herukkainen, karhunvatukkahilloinen, karpaloinen, kevyen luumuinen, kukkainen",pullo,luonnonkorkki,13.0,5.3,1,,,,70.0,erikoiserä,3298660032883
903653,"Jean Loron Les Vieux Cèdres Morgon 2022","Jean Loron","0.75 l",25.16,33.55,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Morgon","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, herukkainen, karpaloinen, yrttinen",pullo,luonnonkorkki,13.0,4.9,,,,,70.0,tilausvalikoima,3298660025557
954974,"Jean Loron Rift 69 Sans Soufre Ajouté 2020","Jean Loron","0.75 l",25.16,33.55,,110,punaviinit,"Pehmeä & Hedelmäinen",,,Ranska,Bourgogne,2020,"AC Beaujolais Villages","Saattaa sisältää sakkaa. Ei lisättyä sulfiittia","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, herukkainen, karpaloinen",pullo,luonnonkorkki,13.0,3.7,2,,,,70.0,tilausvalikoima,3298663944145
916795,"Jean-Luc & Eric Burguet Gevrey-Chambertin Symphonie 2019","Jean-Luc & Eric Burguet","0.75 l",84.99,113.32,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2019,"AOC Gevrey-Chambertin",,"Pinot Noir, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkahilloinen, tumman kirsikkainen, marjainen",pullo,luonnonkorkki,14.5,5.4,1,,,,80.0,tilausvalikoima,3760041761182
959102,"Jean-Paul Brun Beaujolais L'Ancien Terres Dorées 2022","Jean-Paul Brun","0.75 l",29.29,39.05,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Beaujolais","Saattaa sisältää sakkaa","Gamay, ","Rubiininpunainen, kevyt, vähätanniininen, kirsikkainen, marjainen",pullo,luonnonkorkki,13.0,5.8,,,,,70.0,tilausvalikoima,3424560040004
956513,"Jean-Paul Brun Morgon Côte du Py Javernières 2022","Jean-Paul Brun","0.75 l",38.91,51.88,,110,punaviinit,"Marjaisa & Raikas",Alkuviini,,Ranska,Bourgogne,2022,"AC Morgon","Saattaa sisältää sakkaa. Alkuviini","Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, marjainen, yrttinen, aromikas",pullo,luonnonkorkki,12.5,5.7,,,,,70.0,tilausvalikoima,3424560101002
911242,"Joseph Drouhin Côte de Beaune Rouge 2020","Joseph Drouhin","0.375 l",26.69,71.17,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOP Côte de Beaune",,"Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, mustaherukkainen, mausteinen, tumman kirsikkainen",pullo,luonnonkorkki,13.0,5.4,2,,,,70.0,tilausvalikoima,0012086525520
455937,"Joseph Drouhin Gevrey-Chambertin 2021","Joseph Drouhin","0.75 l",77.05,102.73,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AC Gevrey-Chambertin","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, tanniininen, villivadelmainen, kirsikkainen, punaherukkainen, mausteinen, tamminen, pitkä",pullo,luonnonkorkki,13.5,4.9,0,,,,80.0,vakiovalikoima,0012086556012
432037,"Joseph Drouhin Moulin-à-Vent 2021","Joseph Drouhin","0.75 l",26.81,35.61,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2021,"AC Moulin-à-Vent","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, kirsikkahilloinen, karpaloinen, karhunvatukkainen, kevyen kukkainen",pullo,luonnonkorkki,12.5,4.7,0,,,,70.0,vakiovalikoima,0012086508912
480307,"Joseph Drouhin Nuits-Saint-Georges 2020","Joseph Drouhin","0.75 l",77.68,103.57,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Nuits-Saint-Georges","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, orvokkinen, yrttinen",pullo,luonnonkorkki,13.0,5.3,0,,,,70.0,vakiovalikoima,0012086551017
423117,"Joseph Drouhin Rully Rouge 2018","Joseph Drouhin","0.75 l",29.92,39.76,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2018,"AC Rully","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, kypsän karpaloinen, kevyen mustikkainen, mausteinen, yrttinen, vivahteikas",pullo,luonnonkorkki,13.5,6.1,,,,,80.0,vakiovalikoima,0012086514012
913512,"Joseph Drouhin Vosne-Romanée 2019","Joseph Drouhin","0.75 l",102.79,137.05,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2019,"AC Vosne-Romanée",,"Pinot Noir, ","Kirsikanpunainen, keskitäyteläinen, tanniininen, kirsikkainen, marjainen, mausteinen",pullo,luonnonkorkki,13.5,5.2,3,,,,80.0,tilausvalikoima,0012086552014
909171,"Joseph Faiveley Pinot Noir 2022","Domaine Faiveley","0.75 l",38.49,51.32,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Bourgogne","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, vadelmainen, mausteinen",pullo,luonnonkorkki,13.0,5.4,1,,,,70.0,tilausvalikoima,3351000182218
411797,"Jules du Souzy Roche Bleue Côte de Brouilly 2022","Jules du Souzy","0.75 l",20.29,26.92,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2022,"AOP Côte de Brouilly","Vegaaneille soveltuva tuote","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, kypsän karpaloinen, kevyen luumuinen, mausteinen",pullo,luonnonkorkki,13.5,5.2,0,,,,80.0,erikoiserä,3343132499043
485637,"La Luolle La Coulée Rare Pinot Noir 2021","Domaine de la Luolle","0.75 l",29.12,38.69,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AC Bourgogne Côte Chalonnaise","Vegaaneille soveltuva tuote","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, karpaloinen, kypsän vadelmainen, punaherukkainen, orvokkinen, metsänpohjainen, kevyen paahteinen",pullo,luonnonkorkki,13.0,4.9,0,,,,70.0,vakiovalikoima,1201900200418
958128,"Lafarge Vial Côte de Brouilly 2020","Lafarge Vial","0.75 l",62.46,83.28,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Côte de Brouilly","Saattaa sisältää sakkaa","Gamay, ","Sinipunainen, kevyt, vähätanniininen, aromikas, hapankirsikkainen, karpaloinen",pullo,luonnonkorkki,14.0,6.2,1,,,,80.0,tilausvalikoima,3760342200519
409977,"Laurent Ponsot Beaune 1er Cru Cuvée du Noyer 2020","Laurent Ponsot","0.75 l",87.46,116.61,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Beaune 1er Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, kevyen karpaloinen, mausteinen, hennon yrttinen",pullo,"synteettinen korkki",13.0,6.3,2,,,,70.0,erikoiserä,3770028498222
957188,"Laurent Ponsot Beaune 1er Cru Cuvée du Noyer 2021","Laurent Ponsot","0.75 l",88.41,117.88,uutuus,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2021,"AC Beaune 1er Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Ohuenpunainen, keskitäyteläinen, keskitanniininen, aromikas, karhunvatukkahilloinen, mausteinen",pullo,"synteettinen korkki",12.5,5.5,1,,,,70.0,tilausvalikoima,3770028498673
929321,"Laurent Ponsot Bonnes Mares Cuvée de l'Amandier 2021","Laurent Ponsot","0.75 l",857.95,1143.93,uutuus,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2021,"AC Bonnes Mares Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, boysenmarjainen, herukkainen, tumman kirsikkainen",pullo,"synteettinen korkki",13.5,5.2,2,,,,80.0,tilausvalikoima,3770028498901
952514,"Laurent Ponsot Chambertin Clos de Bèze Cuvée du Frêne 2021","Laurent Ponsot","0.75 l",857.95,1143.93,uutuus,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2021,"AC Chambertin clos-de-Beze Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Helakanpunainen, täyteläinen, keskitanniininen, luumuinen, kirsikkainen, mausteinen",pullo,"synteettinen korkki",13.5,5.4,2,,,,80.0,tilausvalikoima,3770028498888
934983,"Laurent Ponsot Charmes Chambertin Cuvée du Cyprés 2021","Laurent Ponsot","0.75 l",495.92,661.23,uutuus,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2021,"AC Charmes-Chambertin Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Helakanpunainen, täyteläinen, keskitanniininen, herukkainen, karpaloinen, luumuinen",pullo,"synteettinen korkki",13.5,5.4,1,,,,80.0,tilausvalikoima,3770028498758
427317,"Laurent Ponsot Charmes-Chambertin Grand Cru Cuvée du Cyprès","Laurent Ponsot","0.75 l",393.95,525.27,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,,"AC Charmes-Chambertin Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, tanniininen, kirsikkainen, metsämansikkainen, mustaherukkainen, villivadelmainen, orvokkinen, mausteinen, pitkä",pullo,"synteettinen korkki",13.5,5.8,2,,,,80.0,erikoiserä,1383000201905
