Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,"Hapot g/l","Sokeri g/l",Kantavierrep-%,"Väri EBC","Katkerot EBU","Energia kcal/100 ml",Valikoima,EAN
437687,"Vieux Château Mazerat 2013","Château Teyssier","0.75 l",119.50,159.33,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2013,"AC Saint-Émilion Grand Cru",,"Cabernet Franc, Merlot, ","Runsaanpunainen, erittäin täyteläinen, tanniininen, karhunvatukkainen, luumuinen, mustaherukkainen, mausteinen, tamminen, tasapainoinen, pitkä",pullo,luonnonkorkki,13.5,5.3,,,,,80.0,erikoiserä,3510701313752
463327,"Vieux Château Mazerat 2014","Château Teyssier","0.75 l",110.15,146.87,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2014,"AC Saint-Émilion Grand Cru",,"Cabernet Franc, Merlot, ","Tummanpunainen, täyteläinen, erittäin tanniininen, metsämansikkainen, tyrnimarjainen, karpaloinen, luumuhilloinen, havuinen, tamminen, runsas",pullo,luonnonkorkki,13.5,5.1,,,,,80.0,erikoiserä,3510701413759
433367,"Vieux Château Mazerat 2015","Château Teyssier","0.75 l",119.19,158.92,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2015,"AC Saint-Émilion Grand Cru",,"Merlot, Cabernet Franc, ","Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, boysenmarjainen, mustapippurinen, tamminen, runsas, lämmin, pitkä",pullo,luonnonkorkki,14.5,5.0,,,,,80.0,erikoiserä,3510701513756
477147,"Vieux Château Mazerat 2016","Château Teyssier","0.75 l",135.46,180.61,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2016,"AC Saint-Émilion Grand Cru",,"Cabernet Franc, Merlot, ","Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, tumman luumuinen, mustaherukkainen, kevyen suklainen, hennon lakritsinen, mausteinen, tamminen, tyylikäs, pitkä",pullo,luonnonkorkki,15.0,5.7,0,,,,80.0,erikoiserä,3510701613753
424347,"Vieux Château Mazerat 2017","Château Teyssier","0.75 l",124.41,165.88,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2017,"AC Saint-Émilion Grand Cru",,"Merlot, Cabernet Franc, ","Runsaanpunainen, erittäin täyteläinen, erittäin tanniininen, luumuinen, mustaherukkainen, kuningatarhilloinen, tamminen, vaniljainen, runsas, pitkä",pullo,luonnonkorkki,13.5,5.1,0,,,,80.0,erikoiserä,3510701713750
405887,"Virginie de Valandraud 2018",Thunevin,"0.75 l",63.96,85.28,,110,punaviinit,"Roteva & Voimakas",,,Ranska,Bordeaux,2018,"AC Saint-Émilion Grand Cru","Saattaa sisältää sakkaa","Cabernet Franc, Merlot, ","Punainen, täyteläinen, tanniininen, boysenmarjainen, kypsän kirsikkainen, tumman luumuinen, kevyen vaniljainen, hennon suklainen, tamminen, lämmin",pullo,luonnonkorkki,15.0,5.2,0,,,,80.0,erikoiserä,3380820065128
911886,"XM by Xavier Milhade Bordeaux Superieur 2022","Xavier Haure","0.75 l",13.99,18.52,uutuus,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bordeaux,2022,"AOC Bordeaux Superieur",,"Cabernet Sauvignon, Malbec, Merlot, ","Runsaanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, mokkainen",pullo,luonnonkorkki,14.5,5.0,1,,,,80.0,tilausvalikoima,3760193351958
907413,"XM by Xavier Milhade Saint-Emilion Grand Cru 2020","Sarl Boutisse","0.75 l",24.99,33.19,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bordeaux,2020,"AC Saint-Emilion Grand Cru","Saattaa sisältää sakkaa","Cabernet Franc, Cabernet Sauvignon, Merlot, ","Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, setrinen, yrttinen",pullo,luonnonkorkki,14.0,5.2,0,,,,80.0,vakiovalikoima,3760193357639
443137,"Yvon Mau Saint-Émilion 2020","Yvon Mau","0.75 l",19.98,26.51,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bordeaux,2020,"AC Saint-Émilion","Vegaaneille soveltuva tuote","Cabernet Franc, Cabernet Sauvignon, Merlot, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, kirsikkainen, mausteinen, hennon lyijykynäinen",pullo,"metallinen kierrekapseli",13.0,4.4,,,,,70.0,vakiovalikoima,3192371068912
413747,"Étoile de Lauduc Cabernet Franc 2020","Château Lauduc","0.75 l",17.29,22.92,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bordeaux,2020,"AC Bordeaux","Saattaa sisältää sakkaa","Cabernet Franc, ","Runsaanpunainen, keskitäyteläinen, tanniininen, mustaherukkainen, hapankirsikkainen, luumuinen, viikunainen, nahkainen, kevyen lyijykynäinen",pullo,luonnonkorkki,13.5,5.0,0,,,,80.0,vakiovalikoima,3522260005696
469487,"Albert Bichot Beaujolais-Villages Nouveau 2022","Albert Bichot","0.75 l",12.99,17.19,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AOC Beaujolais-Villages","Vegaaneille soveltuva tuote","Gamay, ","Sinipunainen, kevyt, keskitanniininen, kirsikkainen, karpaloinen, kevyen vadelmainen, mausteinen",pullo,"metallinen kierrekapseli",13.0,5.5,0,,,,70.0,kausituote,3296311106006
925336,"Albert Bichot Bourgogne Pinot Noir Origines 2020","Albert Bichot","0.75 l",29.99,39.99,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOC Bourgogne",,"Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, karpaloinen, yrttinen, hennon kukkainen",pullo,luonnonkorkki,13.0,5.8,0,,,,70.0,vakiovalikoima,3296311114032
939903,"Albert Bichot Coteaux Bourguignons 2022","Albert Bichot","0.75 l",19.98,26.64,,110,punaviinit,"Marjaisa & Raikas","Ympäristövastuullinen pakkaus",,Ranska,Bourgogne,2022,"AOC Coteaux Bourguignons",,"Pinot Noir, Gamay, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, herukkainen, mausteinen",pullo,luonnonkorkki,13.0,5.3,0,,,,70.0,tilausvalikoima,3296311124086
934506,"Albert Bichot Mr No Sulfite 2021","Albert Bichot","0.75 l",18.49,24.65,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2021,"AOC Beaujolais","Vegaaneille soveltuva tuote. Ei lisättyä sulfiittia. Alkuviini","Gamay, ","Purppuranpunainen, keskitäyteläinen, keskitanniininen, herukkainen, kirsikkainen, karpaloinen, hennon lakritsinen, yrttinen",pullo,luonnonkorkki,12.5,6.0,0,,,,70.0,vakiovalikoima,3296311105122
401667,"Antonin Rodet Pinot Noir 2022","Antonin Rodet","0.75 l",24.78,32.91,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2022,"AC Bourgogne","Saattaa sisältää sakkaa","Pinot Noir, ","Ohuenpunainen, keskitäyteläinen, keskitanniininen, kypsän karpaloinen, punaherukkainen, kirsikkainen, mausteinen",pullo,luonnonkorkki,12.5,5.2,0,,,,70.0,vakiovalikoima,3271360021043
451337,"Beaujolais Nouveau Fleurs 2023","François Martenot","0.75 l",12.69,16.79,,110,punaviinit,"Marjaisa & Raikas","Ympäristövastuullinen pakkaus",,Ranska,Bourgogne,2023,"AOP Beaujolais",,"Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, karpaloinen, boysenmarjainen, vadelmainen, hennon yrttinen, kevyen kukkainen",pullo,"metallinen kierrekapseli",13.0,5.5,0,,,,70.0,kausituote,3263283012000
470507,"Bertrand Machard de Gramont Nuits-saint-Georges Les Terrasses des Vallerots 2014","Bertrand Machard de Gramont","0.75 l",67.47,89.83,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2014,"AC Nuits-Saint-Georges",,"Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, mustikkainen, kirsikkahilloinen, kevyen orvokkinen, hennon minttuinen, mausteinen",pullo,luonnonkorkki,13.0,5.0,,,,,70.0,vakiovalikoima,3770008642003
425767,"Bouchard Père & Fils Le Corton Grand Cru 2018","Bouchard Père & Fils","0.75 l",179.89,239.85,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2018,"AC Corton Grand Cru",,"Pinot Noir, ","Punainen, keskitäyteläinen, tanniininen, villivadelmainen, kirsikkainen, karhunvatukkainen, runsaan orvokkinen, hennon laventelinen, tamminen, pitkä",pullo,luonnonkorkki,13.5,4.7,1,,,,80.0,erikoiserä,3337690198807
433417,"Bouchard Père et Fils Aloxe Corton 2019","Bouchard Père et Fils","0.75 l",49.99,66.65,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2019,"AOC Aloxe-Corton","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, vadelmainen, kypsän karpaloinen, punaherukkainen, kirsikkainen, kevyen paahteinen, tyylikäs",pullo,luonnonkorkki,13.0,5.0,0,,,,70.0,erikoiserä,3337694099223
942218,"Bret Brothers Brouilly 2022","Bret Brothers","0.75 l",44.99,59.99,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Ranska,Bourgogne,2022,"AOC Brouilly",,"Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, marjainen, luumuinen, kukkainen",pullo,luonnonkorkki,13.5,5.3,1,,,,80.0,tilausvalikoima,3760145092267
906803,"Bret Brothers Fleurie Climat “Les Ponciés” 2021","Bret Brothers","0.75 l",45.99,61.32,,110,punaviinit,"Vivahteikas & Kehittynyt",Luomu,,Ranska,Bourgogne,2021,"AOC Fleurie","Saattaa sisältää sakkaa","Gamay, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, marjainen, kukkainen, yrttinen",pullo,luonnonkorkki,14.5,4.0,1,,,,80.0,tilausvalikoima,3760145091277
923918,"Bret Brothers Glou des Bret 2022","Bret Brothers","0.75 l",32.98,43.97,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2022,"Beaujolais Lantignié",,"Gamay, ","Sinipunainen, kevyt, keskitanniininen, kukkainen, kirsikkainen, marjainen",pullo,luonnonkorkki,13.5,4.1,1,,,,80.0,tilausvalikoima,3760145092250
916392,"Calvet Beaujolais 2020","J. Calvet","0.75 l",16.98,22.64,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AC Beaujolais",,"Gamay, ","Rubiininpunainen, keskitäyteläinen, vähätanniininen, mustaherukkainen, tumman kirsikkainen, vadelmainen",pullo,luonnonkorkki,12.5,5.5,0,,,,70.0,tilausvalikoima,3159560700084
405547,"Camille Giroud Chambertin Grand Cru 2020","Camille Giroud","0.75 l",610.00,813.33,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2020,"AC Chambertin Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, tanniininen, tumman kirsikkainen, villivadelmainen, kypsän karpaloinen, hennon suklainen, mausteinen, tamminen, moniulotteinen, elegantti",pullo,luonnonkorkki,14.5,4.9,0,,,,80.0,erikoiserä,3770004206933
407467,"Camille Giroud Charmes-Chambertin Grand Cru 2015","Camille Giroud","0.75 l",370.01,493.35,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2015,"AC Charmes-Chambertin Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, kypsän kirsikkainen, karhunvatukkainen, villivadelmainen, kevyen metsämansikkainen, orvokkinen, mausteinen, vivahteikas, pitkä",pullo,luonnonkorkki,13.0,6.1,0,,,,70.0,erikoiserä,3770004206322
417207,"Camille Giroud Clos de Vougeot Grand Cru 2019","Camille Giroud","0.75 l",250.00,333.33,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2019,"AC Clos de Vougeot Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, villivadelmainen, boysenmarjainen, mausteinen, tamminen, moniulotteinen, tasapainoinen, pitkä",pullo,luonnonkorkki,13.5,5.2,0,,,,80.0,erikoiserä,6430070420400
431597,"Camille Giroud Corton Les Renardes Grand Cru 2019","Camille Giroud","0.75 l",149.00,198.67,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2019,"AC Corton Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mustikkainen, kypsän karpaloinen, mausteinen, tamminen, moniulotteinen, hienostunut, pitkä",pullo,luonnonkorkki,14.0,5.5,0,,,,80.0,erikoiserä,6430070420394
904721,"Camille Giroud Corton Les Renardes Grand Cru 2020","Camille Giroud","0.75 l",233.10,310.8,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOC Corton Grand Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, luumuinen, marjainen",pullo,luonnonkorkki,14.0,5.1,0,,,,80.0,tilausvalikoima,3770004206773
906531,"Camille Giroud Ladoix Les Chaillots 2020","Camille Giroud","0.75 l",55.66,74.21,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOC Ladoix","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, setrinen",pullo,luonnonkorkki,13.5,6.7,0,,,,80.0,tilausvalikoima,3770004206193
911035,"Camille Giroud Marsannay Longeroies 2020","Camille Giroud","0.75 l",57.17,76.23,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOP Marsannay","Saattaa sisältää sakkaa","Pinot Noir, ","Ruskeanpunainen, keskitäyteläinen, keskitanniininen, savuinen, hapankirsikkainen, vadelmainen",pullo,luonnonkorkki,14.0,5.4,0,,,,80.0,tilausvalikoima,3770004206247
941203,"Camille Giroud Savigny-les-Beaune Aux Clous Premier Cru 2020","Camille Giroud","0.75 l",76.24,101.65,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2020,"AOC Savigny-les-Beaune Premier Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, karpaloinen, kirsikkainen, mausteinen",pullo,luonnonkorkki,14.0,5.1,0,,,,80.0,tilausvalikoima,3770004206599
917961,"Camille Giroud Volnay Premier Cru Lurets 2013","Camille Giroud","0.75 l",110.30,147.07,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2013,"AOC Volnay Premier Cru","Saattaa sisältää sakkaa","Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, herukkainen, karpaloinen, marjainen",pullo,luonnonkorkki,12.5,5.6,0,,,,70.0,tilausvalikoima,3770004206612
918795,"Caroline Parent Bourgogne Pinot Noir 2020","Caroline Parent","0.75 l",50.44,67.25,,110,punaviinit,"Marjaisa & Raikas","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Bourgogne","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,14.0,6.0,0,,,,80.0,tilausvalikoima,9332919000927
947008,"Caroline Parent Chambolle Musigny Premier Cru Les Fuees 2020","Caroline Parent","0.75 l",262.64,350.19,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Chambolle Musigny 1er Cru Les Fuées","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, täyteläinen, keskitanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,13.5,6.0,1,,,,80.0,tilausvalikoima,9332919000941
926644,"Caroline Parent Clos Vougeot Grand Cru 2020","Caroline Parent","0.75 l",379.53,506.04,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Bourgogne Grand Cru","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, täyteläinen, tanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,13.0,5.2,0,,,,70.0,tilausvalikoima,9332919000958
940204,"Caroline Parent Gevrey Chambertin 2020","Caroline Parent","0.75 l",110.82,147.76,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Gevrey Chambertin","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, täyteläinen, tanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,14.0,5.6,0,,,,80.0,tilausvalikoima,9332919000910
955105,"Caroline Parent Nuits Saint Georges 1er Cru Les Saints Georges 2020","Caroline Parent","0.75 l",202.31,269.75,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOP Nuit St Georges 1er Cru","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, täyteläinen, tanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,14.0,5.6,1,,,,80.0,tilausvalikoima,9332919000934
945161,"Caroline Parent Vosne Romanee 2020","Caroline Parent","0.75 l",137.14,182.85,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2020,"AOC Vosne Romanée","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, kukkainen, marjainen",pullo,luonnonkorkki,14.0,5.4,1,,,,80.0,tilausvalikoima,9332919000903
451147,"Cave du Château des Loges Beaujolais-Villages Nouveau 2024","Cave du Château des Loges","0.75 l",14.54,19.39,uutuus,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2024,"AOP Beaujolais-Villages","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Gamay, ","Sinipunainen, kevyt, keskitanniininen, kirsikkainen, kypsän puolukkainen, vadelmainen, metsämansikkainen",pullo,"metallinen kierrekapseli",12.5,5.4,0,,,,70.0,kausituote,3760156251745
478227,"Chantal Lescure Nuits-Saint-Georges 2021","Domaine Chantal Lescure","0.75 l",98.90,131.87,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2021,"AOC Nuits-Saint-Georges","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, kirsikkainen, villivadelmainen, orvokkinen, yrttinen, mausteinen, kevyen tamminen, pitkä",pullo,luonnonkorkki,13.0,5.6,1,,,,70.0,erikoiserä,3700244816210
492657,"Chantal Lescure Pommard Les Vaumuriens 2021","Domaine Chantal Lescure","0.75 l",84.80,113.07,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Ranska,Bourgogne,2021,"AOC Pommard","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, täyteläinen, keskitanniininen, tumman kirsikkainen, villivadelmainen, karpaloinen, kevyen luumuinen, mausteinen, tamminen",pullo,luonnonkorkki,13.5,5.3,0,,,,80.0,erikoiserä,3700244811215
404997,"Chantal Lescure Pommard Les Vignots 2021","Domaine Chantal Lescure","0.75 l",79.20,105.6,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2021,"AC Pommard","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karpaloinen, metsämansikkainen, mineraalinen, vivahteikas",pullo,luonnonkorkki,13.5,5.4,,,,,80.0,erikoiserä,3700244810218
404427,"Chantal Lescure Volnay 2021","Domaine Chantal Lescure","0.75 l",74.30,99.07,,110,punaviinit,"Marjaisa & Raikas",Luomu,,Ranska,Bourgogne,2021,"AC Volnay","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, puolukkainen, villivadelmainen, kirsikkainen, hennon orvokkinen, mineraalinen",pullo,luonnonkorkki,13.0,5.6,1,,,,70.0,erikoiserä,3700244813219
952673,"Chateau Bellevue Cote du Py Morgon 2019","Chateau Bellevue","0.75 l",29.44,39.25,,110,punaviinit,"Marjaisa & Raikas","kestävän kehityksen sertifiointi",,Ranska,Bourgogne,2019,"AOP Morgon","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, herukkainen, karpaloinen",pullo,luonnonkorkki,14.0,5.3,0,,,,80.0,tilausvalikoima,3298663277502
934078,"Chateau Bellevue Les Charmes Morgon 2021","Chateau Bellevue","0.75 l",29.44,39.25,,110,punaviinit,"Marjaisa & Raikas","kestävän kehityksen sertifiointi",,Ranska,Bourgogne,2021,"AOP Morgon","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, herukkainen, karpaloinen",pullo,luonnonkorkki,13.0,5.3,0,,,,70.0,tilausvalikoima,3298660029661
920842,"Chateau Bellevue Montgenas Fleurie 2019","Chateau Bellevue","0.75 l",29.44,39.25,,110,punaviinit,"Marjaisa & Raikas","kestävän kehityksen sertifiointi",,Ranska,Bourgogne,2019,"AOP Morgon","Saattaa sisältää sakkaa",,"Punainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, herukkainen, karpaloinen",pullo,luonnonkorkki,13.0,4.9,0,,,,70.0,tilausvalikoima,3298661967771
910002,"Chateau Fuissé Julienas 2019","Chateau Fuissé","0.75 l",34.15,45.53,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2019,"AC Juliénas","Saattaa sisältää sakkaa","Gamay, ","Purppuranpunainen, keskitäyteläinen, keskitanniininen, aromikas, marjainen, tamminen",pullo,luonnonkorkki,14.5,5.4,1,,,,80.0,tilausvalikoima,3760113370236
432567,"Château de Durette Juliénas Colline des Mouilles 2023","Château de Durette","0.75 l",19.21,25.48,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2023,"AC Juliénas","Saattaa sisältää sakkaa","Gamay, ","Sinipunainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, mustikkainen, kevyen mausteinen",pullo,luonnonkorkki,14.5,5.6,0,,,,80.0,vakiovalikoima,3760181740535
400287,"Château de La Chaize Brouilly 2022","Château de La Chaize","0.75 l",20.35,27.0,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2022,"AOP Brouilly",,"Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjainen, mustikkainen, kevyen orvokkinen, mausteinen",pullo,luonnonkorkki,13.0,4.3,1,,,,70.0,erikoiserä,3441910000860
466837,"Château de La Chaize Fleurie 2021","Château de La Chaize","0.75 l",25.25,33.53,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AOP Fleurie",,"Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, kirsikkainen, karpaloinen, villivadelmainen, metsämansikkainen, orvokkinen",pullo,luonnonkorkki,12.5,5.5,0,,,,70.0,erikoiserä,3441910000211
923345,"Château de Pierreux Brouilly 2022","Maison de Pierreux","0.75 l",20.49,27.19,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2022,"AC Brouilly",,"Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, herukkainen, mansikkainen, kevyen kukkainen, hennon mausteinen",pullo,luonnonkorkki,13.5,5.4,2,,,,80.0,vakiovalikoima,3260980032058
422087,"Château de Raousset Douby Morgon 2022","Château de Raousset","0.75 l",25.22,33.49,uutuus,110,punaviinit,"Mehevä & Hilloinen","kestävän kehityksen sertifiointi",,Ranska,Bourgogne,2022,"AC Morgon","Saattaa sisältää sakkaa","Gamay, ","Punainen, keskitäyteläinen, tanniininen, tumman kirsikkainen, karpaloinen, luumuhilloinen, kevyen vadelmainen, yrttinen",pullo,luonnonkorkki,14.0,6.0,0,,,,80.0,erikoiserä,3760012601318
949403,"Château de la Pierre Régnié Vin Nature Sans Soufre Ajouté 2020","Jean Loron","0.75 l",27.30,36.4,,110,punaviinit,"Marjaisa & Raikas",Alkuviini,,Ranska,Bourgogne,2020,"AC Régnié","Saattaa sisältää sakkaa. Ei lisättyä sulfiittia. Alkuviini","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, karpaloinen, puolukkainen, yrttinen",pullo,luonnonkorkki,13.5,4.8,,,,,80.0,tilausvalikoima,3298660029708
941442,"Château de la Terriere Brouilly Tradition 2020","Château de la Terriere","0.75 l",22.98,30.51,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2020,"AOP Brouilly","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Gamay, ","Kirsikanpunainen, keskitäyteläinen, keskitanniininen, mausteinen, kukkainen, marjainen",pullo,luonnonkorkki,14.5,5.0,2,,,,80.0,tilausvalikoima,3343132497131
431637,"Château de la Terrière Régnié 2021","Château de la Terriere","0.75 l",20.29,26.92,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Ranska,Bourgogne,2021,"AOP Régnié","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, herukkainen, hapankirsikkainen, metsämarjainen, hennon mokkainen, mausteinen",pullo,luonnonkorkki,13.0,5.2,0,,,,70.0,erikoiserä,3343132497605
422127,"Château des Jacques Clos de Rochegrès Moulin-à-Vent 2013","Château des Jacques","0.75 l",30.02,39.89,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Ranska,Bourgogne,2013,"AC Moulin-à-Vent",,"Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, hapankirsikkainen, puolukkainen, hennon viikunainen, kevyen kukkainen, yrttinen",pullo,luonnonkorkki,13.0,5.1,,,,,70.0,tilausvalikoima,3535921190501
461457,"Château des Poupets Juliénas 2021","Georges Duboeuf","0.75 l",19.48,25.84,,110,punaviinit,"Marjaisa & Raikas",,,Ranska,Bourgogne,2021,"AC Juliénas",,"Gamay, ","Punainen, keskitäyteläinen, keskitanniininen, karpaloinen, kirsikkainen, punaherukkainen, mausteinen",pullo,luonnonkorkki,13.0,4.9,,,,,70.0,vakiovalikoima,3351650001440
916393,"Chäteau Des Bachelards Fleurie 2018","Chäteau Des Bachelards","0.75 l",44.87,59.83,,110,punaviinit,"Mehevä & Hilloinen",,,Ranska,Bourgogne,2018,"AOC Fleurie Beaujolais",,"Gamay, ","Tummanpunainen, keskitäyteläinen, keskitanniininen, kukkainen, vadelmainen, eukalyptuksinen",pullo,luonnonkorkki,13.5,5.2,0,,,,80.0,tilausvalikoima,3394150055346
